                                                                                          EMPRESA DE REPARTOS A DOMICILIO TP S. A.
                                                                                                    ENTREGAS POR PLATOS
=======================================================================================================================================================================================================================
                                                                                                                                                  MONTO            DESCUENTO           DESCUENTO             TOTAL
CODIGO    DESCRIPCION                                       CATEGORIA                PRECIO              DESCUENTO             CANTIDAD          VENDIDO            AL PLATO          AL CLIENTE           INGRESADO
39738     CERVEZA_HEINEKEN                                  BEBIDAS                  18.90                  NO                   105             1984.50                NO                199.43             1585.63
15365     1/4_POLLO_BBQ/HOT_ANTICUCHO                       BRASA                    44.90                5.28%                  105             4714.50              248.93              422.18             3870.15
15319     1/2_POLLO_PARRILLERO_ORIGINAL_PAPAS_ENSALADA      BRASA                    47.90                  NO                   104             4981.60                NO                536.49             3908.62
39199     LIMONADA_1_LITRO                                  BEBIDAS                  10.50                  NO                   102             1071.00                NO                 67.86              935.29
15864     1/4_POLLO_PARRILLERO_ORIGINAL_PAPAS_ENSALADA      BRASA                    32.50               16.73%                  102             3315.00              554.60              251.80             2811.40
15823     1/4_POLLO_BBQ/HOT_ENCAMOTADO                      BRASA                    36.90                  NO                   102             3763.80                NO                301.91             3159.98
77572     ENSALADA_FRESCA_REGULAR                           ENSALADAS                18.90                  NO                   101             1908.90                NO                205.95             1497.01
39851     CASILLERO_DEL_DIABLO_BLANCO                       BEBIDAS                  73.90               16.73%                   96             7094.40             1186.89              627.26             5839.87
31815     MOLLEJITAS_AL_PLATO                               ESPECIALES               30.90                  NO                    95             2935.50                NO                241.58             2452.34
11751     MAZAMORRA_MORADA                                  POSTRES                   8.90                  NO                    95              845.50                NO                 53.02              739.47
15745     1/2_POLLO_PARRILLERO_ORIGINAL-_ARROCERO           BRASA                    48.90               14.48%                   93             4547.70              658.51              443.38             3660.94
39227     SPRITE1/2_LITRO                                   BEBIDAS                   7.00                  NO                    91              637.00                NO                 59.70              517.60
15621     1/4_POLLO_BBQ/HOT_PAPAS_ENSALADA                  BRASA                    33.50               13.94%                   90             3015.00              420.29              277.98             2459.04
77487     ENSALADA_CESARS_GRANDE_SOLO                       ENSALADAS                24.90                9.72%                   88             2191.20              212.98               78.35             2034.50
53546     CHOCLO                                            ADICIONAL                 9.90                7.19%                   85              841.50               60.50               36.43              768.63
15665     1/2_POLLO_PARRILLERO_ORIGINAL_ENCAMOTADO          BRASA                    50.90               18.94%                   84             4275.60              809.80              561.44             3152.73
11871     LOMO_A_LA_PARRILLA                                PARRILLA                 54.90               11.86%                   83             4556.70              540.42              323.65             3909.41
77703     ENSALADA_SENSACION_GRANDE_SOLO                    ENSALADAS                24.90                  NO                    81             2016.90                NO                 80.80             1855.30
77690     ENSALADA_CESARS_GRANDE_CON_POLLO                  ENSALADAS                32.90                  NO                    79             2599.10                NO                128.29             2342.51
39903     CHICHA1/2_LITRO                                   BEBIDAS                  10.50               13.99%                   78              819.00              114.58               80.73              657.55
73500     CHORIZOS_COCKTAIL                                 APERITIVO                12.90                  NO                    77              993.30                NO                 74.33              844.63
11850     BIFE_A_LA_PARRILLA                                PARRILLA                 53.90                  NO                    76             4096.40                NO                367.92             3360.57
11611     TRES_LECHES                                       POSTRES                  15.90               15.19%                   74             1176.60              178.73               77.74             1021.12
39747     COCA_COLA_1/2_LITRO                               BEBIDAS                   7.00                9.03%                   73              511.00               46.14               25.48              460.03
15283     1/4_POLLO_PARRILLERO_ORIGINAL-_ARROCERO           BRASA                    33.50                  NO                    73             2445.50                NO                190.80             2063.90
15297     1/2_POLLO_BBQ/HOT_ENCAMOTADO                      BRASA                    51.90                  NO                    73             3788.70                NO                305.54             3177.62
15419     1/4_POLLO_BBQ/HOT_A_LO_BRAVO                      BRASA                    37.90                  NO                    72             2728.80                NO                199.68             2329.45
15578     1/4_POLLO_A_LO_BRAVO                              BRASA                    33.50                  NO                    72             2412.00                NO                317.37             1777.27
77549     ENSALADA_COCIDA_REGULAR                           ENSALADAS                18.90               19.71%                   71             1341.90              264.49              125.12             1091.66
15608     PIQUEOS_CHICHARRON_DE_POLLO                       PIQUEO                   27.90                  NO                    67             1869.30                NO                136.16             1596.98
90766     ANTICUCHO_DE_CORAZON                              ADICIONAL                25.90                  NO                    67             1735.30                NO                147.24             1440.83
39475     INTIPALKA_SYRAH                                   BEBIDAS                  71.90               18.66%                   66             4745.40              885.49              280.17             4185.07
15525     1/2_POLLO_ANTICUCHO                               BRASA                    58.50               18.60%                   66             3861.00              718.15              439.59             2981.82
55330     SANGUCHE_PARRILLERO                               SANGUCHE                 24.90                6.30%                   64             1593.60              100.40               88.79             1416.02
77971     ENSALADA_HONEY_MEDIANA_CON_POLLO                  ENSALADAS                23.90                  NO                    63             1505.70                NO                116.06             1273.58
15950     1/4_POLLO_PARRILLERO_ORIGINAL_ANTICUCHO           BRASA                    43.90                8.90%                   63             2765.70              246.15               93.72             2578.26
15142     1/2_POLLO_BBQ/HOT_A_LO_BRAVO                      BRASA                    52.90                7.47%                   63             3332.70              248.95              413.12             2506.45
55338     SANGUCHE_BRASA                                    SANGUCHE                 22.90                9.46%                   61             1396.90              132.15              135.86             1125.17
15153     PIQUEOS_MOLLEJITAS                                PIQUEO                   18.90               19.04%                   60             1134.00              215.91              138.54              856.91
39137     CERVEZA_PILSEN                                    BEBIDAS                  12.00                  NO                    60              720.00                NO                 83.10              553.80
11692     PARRILLA_PARA_DOS                                 PARRILLA                 89.90               17.36%                   58             5214.20              905.19              331.51             4551.19
77214     ENSALADA_FRESCA_GRANDE                            ENSALADAS                22.90                  NO                    58             1328.20                NO                115.54             1097.12
15756     1/2_POLLO_A_LO_BRAVO                              BRASA                    50.90                  NO                    58             2952.20                NO                264.53             2423.14
39141     CHICHA_1_LITRO                                    BEBIDAS                  21.90                6.80%                   57             1248.30               84.88               99.75             1048.80
15378     1/4_POLLO_ARROCERO                                BRASA                    33.50                  NO                    57             1909.50                NO                244.52             1420.47
11171     TORTA_DE_CHOCOLATE                                POSTRES                  15.90               19.42%                   55              874.50              169.83              109.27              655.96
77156     ENSALADA_COCIDA_GRANDE                            ENSALADAS                22.90               13.52%                   54             1236.60              167.19              104.15             1028.29
90758     BROCHETAS_DE_POLLO                                ENTRADA                  25.90                7.08%                   53             1372.70               97.19               89.88             1192.95
11620     CHEESECAKE_DE_FRESA                               POSTRES                  15.90                  NO                    51              810.90                NO                 56.80              697.29
11731     ARROZ_CON_LECHE                                   POSTRES                   8.90                  NO                    47              418.30                NO                 35.37              347.57
15921     1/4_POLLO_PAPAS_ENSALADA                          BRASA                    29.50               16.09%                   47             1386.50              223.09              116.62             1153.26
39489     FANTA_1/2_LITRO                                   BEBIDAS                   7.00                  NO                    45              315.00                NO                 23.63              267.74
39864     INKA_COLA_1/2_LITRO                               BEBIDAS                   7.00               10.52%                   44              308.00               32.40               30.03              247.94
53764     PLATANO-HUEVO                                     ADICIONAL                 6.90               10.57%                   43              296.70               31.36               26.49              243.72
53991     HUEVO                                             ADICIONAL                 3.90                  NO                    42              163.80                NO                  5.05              153.70
15760     1/4_POLLO_BBQ/HOT_ARROCERO                        BRASA                    34.50                  NO                    42             1449.00                NO                 86.63             1275.73
31644     CHICHARRON_DE_POLLO_AL_PLATO                      ESPECIALES               33.90                  NO                    40             1356.00                NO                 87.30             1181.40
31796     ANTICUCHO_DE_CORAZON_AL_PLATO                     ESPECIALES               31.90               19.94%                   40             1276.00              254.43               95.28             1085.44
15611     1/2_POLLO_PAPAS_ENSALADA                          BRASA                    46.90                  NO                    40             1876.00                NO                114.75             1646.50
11172     TORTA_DE_NARANJA                                  POSTRES                  15.90                5.53%                   39              620.10               34.29               30.80              558.50
53939     TEQUENO                                           ADICIONAL                 4.90                  NO                    39              191.10                NO                  8.59              173.92
15392     PIQUEOS_ANTICUCHO                                 PIQUEO                   18.90                  NO                    38              718.20                NO                 91.43              535.34
53477     PAPAS_DORADAS                                     ADICIONAL                15.90               13.60%                   36              572.40               77.85               32.92              506.55
53760     ARROZ                                             ADICIONAL                 6.90               10.76%                   33              227.70               24.50               31.75              164.21
77691     ENSALADA_SENSACION_MEDIANA_CON_POLLO              ENSALADAS                23.90                  NO                    32              764.80                NO                 24.22              716.36
73410     ANTICUCHO-POLLO                                   ENTRADA                  12.90                  NO                    32              412.80                NO                 19.66              373.48
39442     LIMONADA_1_LITRO                                  BEBIDAS                  21.90               11.88%                   30              657.00               78.05               48.73              559.55
39810     INTIPALKA_MALBEC                                  BEBIDAS                  71.90                  NO                    28             2013.20                NO                102.95             1807.29
15404     PIQUEOS_BROCHETA                                  PIQUEO                   17.90                  NO                    27              483.30                NO                 29.14              425.02
77894     ENSALADA_SENSACION_GRANDE_CON_POLLO               ENSALADAS                32.90                5.74%                   26              855.40               49.10               65.93              723.53
53957     PAPAS_FRITAS_1/2_PORCION                          ADICIONAL                10.90                  NO                    23              250.70                NO                 25.89              198.92
53502     PORCION_DE_CAMOTE                                 ADICIONAL                15.90               10.81%                   22              349.80               37.81               19.38              311.03
90365     MOLLEGITAS_A_LA_PARRILLA                          ENTRADA                  25.90                  NO                    22              569.80                NO                  NO                569.80
11283     2_BOLAS_DE_HELADO                                 POSTRES                  14.90               17.72%                   22              327.80               58.09                NO                327.80
15926     1/2_POLLO_BBQ/HOT_ARROCERO                        BRASA                    49.90                5.90%                   22             1097.80               64.77               44.95             1007.90
39987     FANTA_1_LITRO                                     BEBIDAS                  15.50                  NO                    21              325.50                NO                 21.12              283.25
77762     ENSALADA_DELICIA_GRANDE_SOLO                      ENSALADAS                23.90                  NO                    20              478.00                NO                  7.99              462.03
11621     CHEESECAKE_DE_MARACUYA                            POSTRES                  15.90               11.30%                   20              318.00               35.93               31.46              255.09
15510     1/4_POLLO_PARRILLERO_ORIGINAL_ENCAMOTADO          BRASA                    35.90               14.80%                   19              682.10              100.95               35.76              610.57
15945     1/2_POLLO_BBQ/HOT_PAPAS_ENSALADA                  BRASA                    48.90                  NO                    19              929.10                NO                 87.22              754.66
11500     PARRILLA_PARA_CUATRO                              PARRILLA                128.90                  NO                    17             2191.30                NO                  NO               2191.30
15326     1/4_POLLO_PARRILLERO_ORIGINAL_A_LO_BRAVO          BRASA                    36.90               18.31%                   16              590.40              108.10               60.82              468.76
15272     1/2_POLLO_PARRILLERO_ORIGINAL_ANTICUCHO           BRASA                    59.90                7.45%                   16              958.40               71.40               20.36              917.68
15592     1/4_POLLO_ANTICUCHO                               BRASA                    33.90                  NO                    15              508.50                NO                 38.08              432.33
15488     PIQUEOS_CHORIZOS_COCKTAIL                         PIQUEO                   16.90               16.67%                   13              219.70               36.62                4.00              211.71
39896     VINO_FINA_RESERVA_TINTO                           BEBIDAS                 128.90                  NO                     9             1160.10                NO                  NO               1160.10
15539     PIQUEOS_MINI_POLLITOS_PANKO                       PIQUEO                   21.90               13.99%                    4               87.60               12.26                NO                 87.60
77419     ENSALADA_DELICIA_GRANDE_CON_POLLO                 ENSALADAS                31.90                  NO                     4              127.60                NO                  NO                127.60
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTALES OBTENIDOS:                                                                                                              8214           243730.50            18756.36            19244.91           205240.69
=======================================================================================================================================================================================================================
